Filename,Accuracy
g01-039-06-03.png,0.0
g01-039-06-04.png,0.0
g01-039-06-05.png,0.0
g01-039-06-06.png,0.0
g01-039-06-07.png,0.0
g01-039-06-08.png,0.0
g01-039-07-00.png,0.0
g01-039-07-01.png,0.0
g01-039-07-02.png,0.0
g01-039-07-03.png,0.0
g01-039-07-04.png,0.0
g01-039-07-05.png,0.0
g01-039-07-06.png,0.0
g01-039-07-07.png,0.0
g01-039-07-08.png,0.0
g01-039-07-09.png,0.0
g01-039-08-00.png,0.0
g01-039-08-01.png,0.0
g01-039-08-02.png,0.0
g01-039-08-03.png,0.0
g01-039-08-04.png,0.0
g01-039-08-05.png,0.0
g01-039-08-06.png,0.0
g01-039-08-07.png,0.0
g01-039-08-08.png,0.0
g01-039-09-00.png,0.0
g01-039-09-01.png,0.0
g01-039-09-02.png,0.0
g01-039-09-03.png,0.0
g01-039-09-04.png,0.0
g01-039-09-05.png,0.0
g01-039-09-06.png,0.0
